"S.No","plod","name","title","male","culture","dateOfBirth","DateoFdeath","mother","father","heir","house","spouse","book1","book2","book3","book4","book5","isAliveMother","isAliveFather","isAliveHeir","isAliveSpouse","isMarried","isNoble","age","numDeadRelations","boolDeadRelations","isPopular","popularity","isAlive"
988,0.214,"Delonne Allyrion","Church",0,"Dorne",NA,NA,"","","","House Allyrion","",0,0,1,1,1,NA,NA,NA,NA,0,1,NA,0,0,0,0.026755853,1
989,0.731,"Denys Darklyn",NA,1,NA,NA,NA,"","","","House Darklyn","Serala",0,0,0,1,0,NA,NA,NA,1,1,1,NA,0,0,0,0.056856187,1
990,0.17,"Denys Arryn","Nobility",0,NA,NA,283,"","","","House Arryn","",0,0,1,1,0,NA,NA,NA,NA,0,1,NA,0,0,0,0.08361204,0
991,0.011,"Dermot","Nobility",0,NA,NA,NA,"","","","House Baratheon of Dragonstone","",0,1,1,1,0,NA,NA,NA,NA,0,1,NA,0,0,0,0.023411371,1
992,0.798,"Desmond",NA,0,NA,NA,298,"","","","House Stark","",1,1,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0.043478261,0
993,0.087,"Desmond Redwyne","Nobility",1,NA,NA,NA,"","","","House Redwyne","Denyse Hightower",0,0,0,1,0,NA,NA,NA,1,1,1,NA,0,0,0,0.076923077,1
994,0.022,"Deziel Dalt","Nobility",1,NA,NA,NA,"","","","House Dalt","",0,0,1,1,1,NA,NA,NA,NA,0,1,NA,0,0,0,0.026755853,1
995,0.06,"Dickon Tarly",NA,1,NA,287,NA,"","","","House Tarly","Eleanor Mooton",1,0,0,1,1,NA,NA,NA,1,1,0,18,0,0,0,0.10367893,1
996,0.275,"Dickon Frey",NA,1,NA,294,NA,"","","","House Frey","",0,1,1,1,0,NA,NA,NA,NA,0,0,11,0,0,0,0.086956522,1
997,0.187,"Dirk",NA,1,NA,NA,300,"","","","Night's Watch","",0,0,1,1,1,NA,NA,NA,NA,0,0,NA,0,0,0,0.043478261,0
998,0.265,"Dolf",NA,0,"Vale mountain clans",NA,NA,"","","","Stone Crows","",1,1,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0.016722408,1
999,0.204,"Donnel Haigh","Nobility",1,NA,255,NA,"","","","House Haigh","",0,1,1,1,0,NA,NA,NA,NA,0,1,50,0,0,0,0.086956522,1
1000,0.204,"Donnel of Duskendale","Nobility",1,NA,NA,NA,"","","","Kingsguard","",0,0,0,1,0,NA,NA,NA,NA,0,1,NA,0,0,0,0.036789298,1
1001,0.3,"Donnel Locke","Nobility",0,NA,NA,299,"","","","House Locke","",0,1,1,1,0,NA,NA,NA,NA,0,1,NA,0,0,0,0.036789298,0
1002,0.43,"Donnel Waynwood","Nobility",0,NA,277,NA,"","","","House Waynwood","",1,1,1,1,1,NA,NA,NA,NA,0,1,28,0,0,0,0.060200669,1
1003,0.723,"Donnor Stark",NA,1,"North",NA,NA,"","","","House Stark","",0,1,0,0,0,NA,NA,NA,NA,0,1,NA,0,0,0,0.080267559,1
1004,0.238,"Dormund",NA,1,"Free Folk",NA,300,"","","","","",0,0,1,1,1,NA,NA,NA,NA,0,0,NA,0,0,0,0.026755853,0
1005,0.02,"Duram Bar Emmon",NA,0,NA,284,NA,"","","","House Bar Emmon","",0,1,1,1,0,NA,NA,NA,NA,0,1,21,0,0,0,0.026755853,1
1006,0.296,"Ebben",NA,1,NA,NA,299,"","","","Night's Watch","",0,1,1,1,1,NA,NA,NA,NA,0,0,NA,0,0,0,0.043478261,0
1007,0.018,"Edderion Stark","Royalty",1,"North",NA,NA,"","","","House Stark","",0,1,0,0,0,NA,NA,NA,NA,0,1,NA,0,0,0,0.010033445,1
1008,0.957,"Edmyn Tully",NA,1,"Riverlands",NA,NA,"","","","House Tully","",1,0,1,0,0,NA,NA,NA,NA,0,1,NA,0,0,1,0.357859532,1
1009,0.925,"Eddara Tallhart","Nobility",0,"North",289,NA,"","","","House Tallhart","",0,1,1,1,1,NA,NA,NA,NA,0,1,16,0,0,0,0.040133779,1
1010,0.261,"Edrick Stark","Royalty",1,"North",NA,NA,"","","","House Stark","",0,1,0,0,1,NA,NA,NA,NA,0,1,NA,0,0,0,0.026755853,1
1011,0.468,"Edwyd Fossoway","Nobility",1,NA,NA,299,"","","","House Fossoway of Cider Hall","",0,1,0,0,0,NA,NA,NA,NA,0,1,NA,0,0,0,0.023411371,0
1012,0.015,"Edwyn Stark","Royalty",0,"North",NA,NA,"","","","House Stark","",0,1,0,0,0,NA,NA,NA,NA,0,1,NA,0,0,0,0.010033445,1
1013,0.596,"Edwyle Stark",NA,1,"North",NA,NA,"","","","House Stark","Marna Locke",0,1,0,0,0,NA,NA,NA,1,1,1,NA,0,0,0,0.107023411,1
1014,0.333,"Elder Brother","Nobility",1,NA,255,NA,"","","","Faith of the Seven","",0,0,0,1,0,NA,NA,NA,NA,0,1,50,0,0,0,0.076923077,1
1015,0.175,"Elbert Arryn","Nobility",1,NA,NA,282,"","","","House Arryn","",0,1,0,1,0,NA,NA,NA,NA,0,1,NA,0,0,0,0.046822742,0
1016,0.504,"Eleanor Mooton",NA,0,NA,286,NA,"","","","House Mooton","Dickon Tarly",0,0,0,1,1,NA,NA,NA,1,1,0,19,0,0,0,0.030100334,1
1017,0.296,"Ellery Vance","Nobility",1,NA,NA,NA,"","","","House Vance of Atranta","",0,0,1,1,0,NA,NA,NA,NA,0,1,NA,0,0,0,0.026755853,1
1018,0.029,"Elron",NA,0,NA,NA,NA,"","","","Night's Watch","",0,1,1,1,1,NA,NA,NA,NA,0,0,NA,0,0,0,0.013377926,1
1019,0.046,"Elinor Tyrell",NA,0,NA,286,NA,"","","","House Tyrell","",0,0,1,1,1,NA,NA,NA,NA,0,0,19,0,0,0,0.163879599,1
1020,0.341,"Elmar Frey",NA,1,NA,290,NA,"","","","House Frey","",1,1,1,1,1,NA,NA,NA,NA,0,0,15,0,0,0,0.066889632,1
1021,0.018,"Elwood",NA,0,NA,NA,299,"","","","House Tully","",0,0,1,1,1,NA,NA,NA,NA,0,0,NA,0,0,0,0.016722408,0
1022,0.165,"Elwood Meadows",NA,1,"Reach",278,NA,"","","","House Meadows","",0,1,1,1,1,NA,NA,NA,NA,0,1,27,0,0,0,0.050167224,1
1023,0.236,"Elyana Vypren",NA,0,NA,264,NA,"","","","House Vypren","Jon Wylde",0,1,1,1,0,NA,NA,NA,1,1,0,41,0,0,0,0.160535117,1
1024,0.214,"Elyn Norridge",NA,0,NA,NA,NA,"","","","House Norridge","Luthor Tyrell",0,0,1,1,0,NA,NA,NA,1,1,0,NA,0,0,0,0.127090301,1
1025,0.177,"Emberlei Frey",NA,0,NA,296,NA,"","","","House Frey","",0,1,1,1,0,NA,NA,NA,NA,0,0,9,0,0,0,0.080267559,1
1026,0.862,"Endrew Tarth","Nobility",1,NA,NA,299,"","","","House Tarth","",1,1,1,0,0,NA,NA,NA,NA,0,1,NA,0,0,0,0.066889632,0
1027,0.99,"Eroeh",NA,0,"Lhazareen",NA,298,"","","","","",1,1,0,0,1,NA,NA,NA,NA,0,0,NA,0,0,0,0.033444816,0
1028,0.185,"Eon Hunter",NA,1,NA,NA,300,"","","","House Hunter","",1,1,1,1,1,NA,NA,NA,NA,0,1,NA,0,0,0,0.046822742,0
1029,0.182,"Ermesande Hayford",NA,0,NA,298,NA,"","","","House Hayford","Tyrek Lannister",0,1,1,1,1,NA,NA,NA,0,1,1,7,0,0,0,0.113712375,1
1030,0.191,"Erena Glover",NA,0,"North",297,NA,"","","","House Glover","",0,1,1,1,0,NA,NA,NA,NA,0,0,8,0,0,0,0.053511706,1
1031,0.187,"Erren Florent","Nobility",1,NA,NA,NA,"","","","House Florent","",0,1,1,1,0,NA,NA,NA,NA,0,1,NA,0,0,0,0.086956522,1
1032,0.02,"Eustace Brune",NA,1,NA,NA,NA,"","","","House Brune of the Dyre Den","",0,0,0,1,0,NA,NA,NA,NA,0,1,NA,0,0,0,0.016722408,1
1033,0.027,"Eustace Hunter","Nobility",0,NA,NA,NA,"","","","House Hunter","",0,0,0,1,1,NA,NA,NA,NA,0,1,NA,0,0,0,0.023411371,1
1034,0.009,"Eyron Stark","Royalty",1,"North",NA,NA,"","","","House Stark","",0,1,0,0,0,NA,NA,NA,NA,0,1,NA,0,0,0,0.010033445,1
1035,0.045,"Ferrego Antaryon","Military",1,NA,NA,NA,"","","","","",0,0,0,1,1,NA,NA,NA,NA,0,1,NA,0,0,0,0.016722408,1
1036,0.386,"Forley Prester","Nobility",1,NA,NA,NA,"","","","House Prester","",1,1,1,1,0,NA,NA,NA,NA,0,1,NA,0,0,0,0.063545151,1
1037,0.048,"Franklyn Fowler",NA,1,"Dorne",NA,NA,"","","","House Fowler","",0,0,0,1,1,NA,NA,NA,NA,0,1,NA,0,0,0,0.02006689,1
1038,0.663,"Flement Brax","Nobility",1,NA,NA,NA,"","","","House Brax","Morya Frey",1,1,1,1,1,NA,NA,NA,1,1,1,NA,0,0,0,0.140468227,1
1039,0.182,"Frenken","Nobility",0,NA,NA,NA,"","","","","",0,1,1,1,1,NA,NA,NA,NA,0,1,NA,0,0,0,0.043478261,1
1040,0.745,"Franklyn Frey","Nobility",1,"Riverlands",NA,NA,"","","","House Frey","",0,0,0,0,0,NA,NA,NA,NA,0,1,NA,0,0,0,0.036789298,1
1041,0.017,"Gareth Clifton","Nobility",1,NA,NA,NA,"","","","House Clifton","Jeyne Farman",0,0,0,1,0,NA,NA,NA,1,1,1,NA,0,0,0,0.013377926,1
1042,0.018,"Garrison Prester",NA,1,NA,NA,NA,"","","","House Prester","",0,0,0,1,1,NA,NA,NA,NA,0,1,NA,0,0,0,0.013377926,1
1043,0.264,"Garth of Greenaway",NA,1,NA,NA,300,"","","","Night's Watch","",0,0,1,1,1,NA,NA,NA,NA,0,0,NA,0,0,0,0.030100334,0
1044,0.116,"Garrett Flowers",NA,0,NA,NA,NA,"","","","House Tyrell","",1,1,1,1,1,NA,NA,NA,NA,0,0,NA,0,0,0,0.130434783,1
1045,0.184,"Garse Goodbrook","Nobility",1,NA,NA,NA,"","","","House Goodbrook","Kyra Frey",0,1,1,1,0,NA,NA,NA,1,1,1,NA,0,0,0,0.066889632,1
1046,0.122,"Garse Flowers",NA,1,NA,NA,NA,"","","","House Tyrell","",1,1,1,1,1,NA,NA,NA,NA,0,0,NA,0,0,0,0.130434783,1
1047,0.848,"Garth Greenfield","Nobility",0,"Westeros",NA,NA,"","","","House Greenfield","",1,0,1,1,1,NA,NA,NA,NA,0,1,NA,0,0,0,0.030100334,1
1048,0.233,"Garth Greyfeather",NA,1,NA,NA,300,"","","","Night's Watch","",0,0,1,1,1,NA,NA,NA,NA,0,0,NA,0,0,0,0.050167224,0
1049,0.712,"Gawen Swann",NA,1,NA,152,NA,"","","","House Swann","",0,0,0,0,0,NA,NA,NA,NA,0,1,100,0,0,0,0.016722408,0
1050,0.205,"Gawen Glover",NA,1,"North",295,NA,"","","","House Glover","",0,1,1,1,0,NA,NA,NA,NA,0,0,10,0,0,0,0.046822742,1
1051,0.204,"Gawen Wylde","Nobility",1,NA,NA,283,"","","","House Wylde","",0,1,0,0,0,NA,NA,NA,NA,0,1,NA,0,0,0,0.013377926,0
1052,0.102,"Garth Tyrell","Nobility",1,NA,NA,NA,"","","","House Tyrell","",1,1,1,1,1,NA,NA,NA,NA,0,1,NA,0,0,0,0.163879599,1
1053,0.784,"Gendel","Royalty",1,"Free Folk",NA,NA,"","","","","",0,1,1,0,0,NA,NA,NA,NA,0,1,NA,0,0,0,0.056856187,1
1054,0.694,"Gawen Westerling",NA,1,"Westeros",NA,NA,"","","","House Westerling","Sybell Spicer",1,1,1,1,1,NA,NA,NA,1,1,1,NA,0,0,0,0.08361204,1
1055,0.317,"Gerald Gower","Nobility",0,NA,NA,NA,"","","","House Gower","",0,0,1,1,1,NA,NA,NA,NA,0,1,NA,0,0,0,0.023411371,1
1056,0.282,"Gerold Grafton",NA,1,NA,NA,NA,"","","","House Grafton","",0,0,0,1,1,NA,NA,NA,NA,0,1,NA,0,0,0,0.023411371,1
1057,0.967,"Gerardys","Nobility",1,NA,NA,130,"","","","Blacks","",0,0,1,0,0,NA,NA,NA,NA,0,1,NA,0,0,0,0.023411371,0
1058,0.506,"Gilbert Farring","Nobility",1,NA,NA,NA,"","","","House Farring","",0,0,1,1,1,NA,NA,NA,NA,0,1,NA,0,0,0,0.046822742,1
1059,0.242,"Glendon Hewett","Nobility",1,NA,NA,NA,"","","","House Hewett","",0,0,1,1,1,NA,NA,NA,NA,0,1,NA,0,0,0,0.026755853,1
1060,0.722,"Gilwood Hunter","Nobility",1,NA,250,NA,"","","","House Hunter","",0,0,1,1,1,NA,NA,NA,NA,0,1,55,0,0,0,0.040133779,1
1061,0.725,"Godric Borrell",NA,1,"Sistermen",NA,NA,"","","","House Borrell","",0,0,0,1,1,NA,NA,NA,NA,0,1,NA,0,0,0,0.086956522,1
1062,0.021,"Goodwin","Nobility",1,NA,NA,NA,"","","","House Tarth","",0,0,0,1,0,NA,NA,NA,NA,0,1,NA,0,0,0,0.006688963,1
1063,0.869,"Gormon Peake",NA,1,NA,NA,211,"","","","House Peake","",0,0,0,0,0,NA,NA,NA,NA,0,1,NA,0,0,0,0.060200669,0
1064,0.914,"Gorne","Royalty",1,"Free Folk",NA,NA,"","","","","",0,1,1,0,0,NA,NA,NA,NA,0,1,NA,0,0,0,0.053511706,1
1065,0.543,"Gormon Tyrell","Nobility",1,NA,NA,NA,"","","","Citadel","",1,1,1,1,1,NA,NA,NA,NA,0,1,NA,0,0,0,0.153846154,1
1066,0.004,"Grazdan mo Eraz",NA,0,"Ghiscari",NA,NA,"","","","Wise Masters","",0,0,1,1,1,NA,NA,NA,NA,0,0,NA,0,0,0,0.023411371,1
1067,0.999,"Grazdan mo Ullhor",NA,1,NA,NA,299,"","","","Good Masters","",0,0,1,0,0,NA,NA,NA,NA,0,1,NA,0,0,0,0.030100334,0
1068,0.125,"Grazdar zo Galare",NA,1,"Ghiscari",NA,NA,"","","","House of Galare","",0,0,0,0,1,NA,NA,NA,NA,0,1,NA,0,0,0,0.010033445,1
1069,0.092,"Grubbs",NA,0,NA,NA,300,"","","","Night's Watch","",0,0,1,1,1,NA,NA,NA,NA,0,0,NA,0,0,0,0.02006689,0
1070,0.032,"Gueren",NA,1,NA,NA,NA,"","","","Night's Watch","",1,1,1,1,0,NA,NA,NA,NA,0,0,NA,0,0,0,0.013377926,1
1071,0.805,"Guncer Sunglass",NA,1,NA,NA,299,"","","","House Sunglass","",0,1,1,0,0,NA,NA,NA,NA,0,1,NA,0,0,0,0.040133779,0
1072,0.851,"Gulian Swann",NA,1,NA,259,NA,"","","","House Swann","",0,1,1,0,0,NA,NA,NA,NA,0,1,46,0,0,0,0.033444816,1
1073,0.02,"Guthor Grimm","Nobility",1,NA,NA,NA,"","","","House Grimm","",0,0,0,1,1,NA,NA,NA,NA,0,1,NA,0,0,0,0.016722408,1
1074,0.242,"Gunthor Hightower","Nobility",0,NA,NA,NA,"","","","House Hightower","Jeyne Fossoway",0,0,0,1,0,NA,NA,NA,1,1,1,NA,0,0,0,0.053511706,1
1075,0.799,"Gyldayn","Nobility",1,NA,NA,NA,"","","","The Citadel","",0,0,0,0,0,NA,NA,NA,NA,0,1,NA,0,0,0,0.157190635,1
1076,0.783,"Gwayne Hightower","Nobility",1,NA,88,130,"","","","House Hightower","",0,0,0,0,0,NA,NA,NA,NA,0,1,42,0,0,0,0.050167224,0
1077,0.253,"Hairy Hal",NA,0,NA,NA,300,"","","","Night's Watch","",0,0,1,1,1,NA,NA,NA,NA,0,0,NA,0,0,0,0.033444816,0
1078,0.833,"Hake",NA,1,NA,NA,299,"","","","Night's Watch","",1,1,1,0,0,NA,NA,NA,NA,0,0,NA,0,0,0,0.026755853,0
1079,0.765,"Halder",NA,1,NA,281,NA,"","","","Night's Watch","",1,1,1,1,1,NA,NA,NA,NA,0,0,24,0,0,0,0.060200669,1
1080,0.142,"Hallis Mollen",NA,1,"North",NA,NA,"","","","House Mollen","",1,1,1,1,0,NA,NA,NA,NA,0,1,NA,0,0,0,0.070234114,1
1081,0.014,"Halmon Paege","Nobility",1,NA,NA,NA,"","","","House Paege","",0,1,1,1,1,NA,NA,NA,NA,0,1,NA,0,0,0,0.016722408,1
1082,0.282,"Harbert","Nobility",1,NA,NA,NA,"","","","House Baratheon","",0,1,0,0,0,NA,NA,NA,NA,0,1,NA,0,0,0,0.023411371,1
1083,0.357,"Harlan Hunter","Nobility",1,NA,NA,NA,"","","","House Hunter","",1,0,0,1,1,NA,NA,NA,NA,0,1,NA,0,0,0,0.026755853,1
1084,0.563,"Harlen Tyrell",NA,1,"Reach",NA,5,"","","","House Tyrell","",1,0,0,0,0,NA,NA,NA,NA,0,1,NA,0,0,0,0.063545151,0
1085,0.107,"Harmond Umber",NA,0,"North",NA,NA,"","","","House Umber","",1,0,0,0,0,NA,NA,NA,NA,0,1,NA,0,0,0,0.016722408,1
1086,0.684,"Harmune","Nobility",1,NA,NA,NA,"","","","Night's Watch","",0,0,1,1,1,NA,NA,NA,NA,0,1,NA,0,0,0,0.043478261,1
1087,0.871,"Harrold Westerling","Nobility",1,"Westeros",NA,112,"","","","House Westerling","",0,0,0,0,0,NA,NA,NA,NA,0,1,NA,0,0,0,0.27090301,0
1088,0.021,"Harwood Fell",NA,1,NA,NA,300,"","","","House Fell","",0,0,0,1,1,NA,NA,NA,NA,0,1,NA,0,0,0,0.030100334,0
1089,0.83,"Harwin Strong","Nobility",1,NA,90,120,"","","","House Strong","",0,0,0,0,0,NA,NA,NA,NA,0,1,30,0,0,0,0.086956522,0
1090,0.034,"Harwood Stout",NA,1,"North",NA,NA,"","","","House Stout","",0,0,0,1,1,NA,NA,NA,NA,0,1,NA,0,0,0,0.053511706,1
1091,0.276,"Harys Haigh","Nobility",1,NA,254,NA,"","","","House Haigh","",0,1,1,1,0,NA,NA,NA,NA,0,1,51,0,0,0,0.090301003,1
1092,0.514,"Helman Tallhart","Nobility",1,"North",NA,299,"","","","House Tallhart","",1,1,1,1,1,NA,NA,NA,NA,0,1,NA,0,0,0,0.130434783,0
1093,0.534,"Lord Commander Hoare","Military",1,NA,NA,NA,"","","","House Hoare","",1,0,0,0,0,NA,NA,NA,NA,0,1,NA,0,0,0,0.060200669,1
1094,0.233,"Hobber Redwyne","Nobility",1,"Reach",NA,NA,"","","","House Redwyne","",1,1,1,1,1,NA,NA,NA,NA,0,1,NA,0,0,0,0.214046823,1
1095,0.613,"Hoarfrost Umber",NA,1,"North",NA,NA,"","","","House Umber","",0,0,0,0,1,NA,NA,NA,NA,0,1,NA,0,0,0,0.02006689,1
1096,0.34,"Hosman Norcross","Nobility",1,NA,NA,NA,"","","","House Norcross","Delena Florent",0,1,1,1,0,NA,NA,NA,1,1,1,NA,0,0,0,0.076923077,1
1097,0.24,"Hoster Frey",NA,1,NA,287,NA,"","","","House Frey","",0,1,1,1,0,NA,NA,NA,NA,0,0,18,0,0,0,0.090301003,1
1098,0.258,"Horas Redwyne","Nobility",1,"Reach",NA,NA,"","","","House Redwyne","",1,1,1,1,1,NA,NA,NA,NA,0,1,NA,0,0,0,0.217391304,1
1099,0.402,"Hubard Rambton","Nobility",1,NA,NA,299,"","","","House Rambton","",0,1,1,0,0,NA,NA,NA,NA,0,1,NA,0,0,0,0.02006689,0
1100,0.152,"Horton Redfort",NA,1,"Vale mountain clans",NA,NA,"","","","House Redfort","",0,0,1,1,1,NA,NA,NA,NA,0,1,NA,0,0,0,0.046822742,1
1101,0.084,"Hotho Harlaw",NA,1,"Ironborn",NA,NA,"","","","House Harlaw of the Tower of Glimmering","",0,0,0,1,1,NA,NA,NA,NA,0,1,NA,0,0,0,0.076923077,1
1102,0.948,"Hugo Wull",NA,1,"North",NA,NA,"","","","House Wull","",0,0,0,1,1,NA,NA,NA,NA,0,1,NA,0,0,0,0.036789298,1
1103,0.83,"Hugor of the Hill","Royalty",1,NA,NA,NA,"","","","","",0,0,0,0,1,NA,NA,NA,NA,0,1,NA,0,0,0,0.050167224,1
1104,0.024,"Hugo Vance","Nobility",1,NA,NA,NA,"","","","House Vance of Atranta","",0,0,1,1,0,NA,NA,NA,NA,0,1,NA,0,0,0,0.026755853,1
1105,0.716,"Hullen",NA,1,"North",NA,298,"","","","House Stark","",1,1,1,0,1,NA,NA,NA,NA,0,1,NA,0,0,0,0.060200669,0
1106,0.397,"Humfrey Beesbury","Nobility",1,NA,NA,209,"","","","House Beesbury","",0,0,0,0,0,NA,NA,NA,NA,0,1,NA,0,0,0,0.026755853,0
1107,0.819,"Humfrey Hardyng","Nobility",1,NA,NA,209,"","","","House Hardyng","",0,0,0,0,0,NA,NA,NA,NA,0,1,NA,0,0,0,0.053511706,0
1108,0.002,"Humfrey Swyft","Nobility",0,NA,NA,NA,"","","","House Swyft","",0,0,0,1,1,NA,NA,NA,NA,0,1,NA,0,0,0,0.010033445,1
1109,0.016,"Humfrey Wagstaff","Nobility",0,NA,230,NA,"","","","House Wagstaff","",0,0,0,1,0,NA,NA,NA,NA,0,1,75,0,0,0,0.016722408,1
1110,0.32,"Igon Vyrwel",NA,0,NA,NA,NA,"","","","House Vyrwel","",1,1,1,1,1,NA,NA,NA,NA,0,0,NA,0,0,0,0.026755853,1
1111,0.739,"Jacks",NA,0,"North",NA,NA,"","","","House Stark","",1,1,1,1,0,NA,NA,NA,NA,0,0,NA,0,0,0,0.033444816,1
1112,0.409,"Janei Lannister",NA,0,NA,296,NA,"","","","House Lannister","",1,1,1,1,1,NA,NA,NA,NA,0,0,9,0,0,0,0.100334448,1
1113,0.191,"Jammos Frey","Nobility",1,NA,266,NA,"","","","House Frey","Sallei Paege",0,1,1,1,1,NA,NA,NA,1,1,1,39,0,0,0,0.090301003,1
1114,0.219,"Janna Tyrell",NA,0,NA,NA,NA,"","","","House Tyrell","Jon Fossoway",1,1,1,1,1,NA,NA,NA,1,1,0,NA,0,0,0,0.177257525,1
1115,0.979,"Jaremy Rykker","Military",1,NA,NA,298,"","","","Night's Watch","",1,1,1,0,1,NA,NA,NA,NA,0,1,NA,0,0,0,0.060200669,0
1116,0.287,"Jarl",NA,1,"Free Folk",NA,299,"","","","","",0,0,1,1,1,NA,NA,NA,NA,0,0,NA,0,0,0,0.050167224,0
1117,0.789,"Jason Lannister","Nobility",1,NA,NA,130,"","","","House Lannister","Johanna Lannister",0,0,0,0,0,NA,NA,NA,1,1,1,NA,0,0,0,0.046822742,0
1118,0.598,"Jasper Arryn",NA,1,NA,NA,NA,"","","","House Arryn","",0,0,0,1,0,NA,NA,NA,NA,0,1,NA,1,1,0,0.043478261,1
1119,0.175,"Jasper Redfort","Nobility",0,"Vale mountain clans",NA,NA,"","","","House Redfort","",0,0,0,1,1,NA,NA,NA,NA,0,1,NA,0,0,0,0.023411371,1
1120,0.274,"Jeren",NA,1,NA,NA,NA,"","","","Night's Watch","",1,1,1,1,1,NA,NA,NA,NA,0,0,NA,0,0,0,0.02006689,1
1121,0.777,"Jeyne Arryn",NA,0,"Vale mountain clans",NA,134,"","","","House Arryn","",0,0,0,0,0,NA,NA,NA,NA,0,1,NA,0,0,0,0.033444816,0
1122,0.596,"Jeyne Beesbury",NA,0,NA,NA,NA,"","","","House Beesbury","Rhaegar Frey",0,1,1,1,0,NA,NA,NA,0,1,0,NA,0,0,0,0.060200669,1
1123,0.94,"Jeyne Darry",NA,1,"Westeros",NA,NA,"","","","House Darry","Cleos Frey",0,0,1,1,0,NA,NA,NA,0,1,0,NA,0,0,0,0.076923077,1
1124,0.096,"Jeyne Goodbrook",NA,0,NA,293,NA,"","","","House Goodbrook","",0,1,1,1,0,NA,NA,NA,NA,0,0,12,0,0,0,0.063545151,1
1125,0.183,"Jeyne Rivers",NA,0,NA,NA,NA,"","","","House Frey","",0,1,1,1,1,NA,NA,NA,NA,0,0,NA,0,0,0,0.02006689,1
1126,0.303,"Jeyne Lydden",NA,0,NA,NA,NA,"","","","House Lydden","Stevron Frey",0,1,1,1,0,NA,NA,NA,0,1,0,NA,0,0,0,0.100334448,1
1127,0.275,"Joffrey Lonmouth","Nobility",1,NA,99,114,"","","","House Lonmouth","",0,0,0,0,0,NA,NA,NA,NA,0,1,15,0,0,0,0.023411371,0
1128,0.99,"Joffrey Caswell",NA,1,NA,190,NA,"","","","House Caswell","",0,0,0,0,0,NA,NA,NA,NA,0,1,100,0,0,0,0.023411371,0
1129,0.02,"Jon Bettley","Nobility",0,NA,NA,NA,"","","","House Bettley","",0,0,0,1,1,NA,NA,NA,NA,0,1,NA,0,0,0,0.016722408,1
1130,0.233,"Jon Brax",NA,0,NA,296,NA,"","","","House Brax","",0,1,1,1,0,NA,NA,NA,NA,0,0,9,0,0,0,0.113712375,1
1131,0.021,"Jon Lynderly","Nobility",0,NA,NA,NA,"","","","House Lynderly","",0,0,0,1,1,NA,NA,NA,NA,0,1,NA,0,0,0,0.023411371,1
1132,0.003,"Jon Myre",NA,0,"Ironborn",NA,NA,"","","","House Myre","",0,0,1,1,1,NA,NA,NA,NA,0,0,NA,0,0,0,0.023411371,1
1133,0.233,"Jon Redfort","Nobility",0,"Vale mountain clans",NA,NA,"","","","House Redfort","",0,0,0,1,1,NA,NA,NA,NA,0,1,NA,0,0,0,0.023411371,1
1134,0.249,"Jon Wylde","Nobility",1,NA,NA,NA,"","","","House Wylde","Elyana Vypren",0,1,1,1,0,NA,NA,NA,1,1,1,NA,0,0,0,0.160535117,1
1135,0.018,"Jonos Stark","Royalty",1,"North",NA,NA,"","","","House Stark","",0,1,0,0,0,NA,NA,NA,NA,0,1,NA,0,0,0,0.010033445,1
1136,0.166,"Jonos Frey",NA,0,NA,291,NA,"","","","House Frey","",0,1,1,1,0,NA,NA,NA,NA,0,0,14,0,0,0,0.053511706,1
1137,0.736,"Jonnel Stark",NA,1,NA,NA,NA,"","","","House Stark","Robyn Ryswell",0,1,0,0,0,NA,NA,NA,1,1,1,NA,0,0,0,0.127090301,1
1138,0.914,"Joramun","Royalty",1,"Free Folk",NA,NA,"","","","","",0,1,1,0,0,NA,NA,NA,NA,0,1,NA,0,0,0,0.063545151,1
1139,0.014,"Jorah Stark","Royalty",1,"North",NA,NA,"","","","House Stark","",0,1,0,0,0,NA,NA,NA,NA,0,1,NA,0,0,0,0.010033445,1
1140,0.616,"Jonothor Darry","Nobility",1,NA,NA,283,"","","","House Darry","",0,0,1,1,0,NA,NA,NA,NA,0,1,NA,1,1,0,0.046822742,0
1141,0.177,"Jorelle Mormont",NA,0,"North",278,NA,"","","","House Mormont","",0,0,0,1,1,NA,NA,NA,NA,0,0,27,0,0,0,0.040133779,1
1142,0.006,"Jyana",NA,0,"Crannogmen",NA,NA,"","","","House Reed","Howland Reed",0,0,0,1,1,NA,NA,NA,1,1,0,NA,0,0,0,0.02006689,1
1143,0.324,"Joy Hill",NA,0,NA,288,NA,"","","","House Lannister","",1,1,1,1,1,NA,NA,NA,NA,0,0,17,0,0,0,0.10367893,1
1144,0.235,"Jyanna Frey",NA,0,NA,NA,NA,"","","","House Frey","Benfrey Frey",0,1,1,1,0,NA,NA,NA,0,1,0,NA,0,0,0,0.050167224,1
1145,0.367,"Kaeth","Nobility",1,NA,175,257,"","","","","",0,0,1,1,0,NA,NA,NA,NA,0,1,82,0,0,0,0.260869565,0
1146,0.014,"Jynessa Blackmont",NA,0,"Dorne",NA,NA,"","","","House Blackmont","",0,0,1,1,0,NA,NA,NA,NA,0,0,NA,0,0,0,0.02006689,1
1147,0.085,"Karlon Stark",NA,1,"North",NA,NA,"","","","House Stark","",0,0,1,0,0,NA,NA,NA,NA,0,1,NA,0,0,0,0.016722408,1
